Gene ID	treated_1	treated_2	treated_3	untreated_1	untreated_2	untreated_3
GOLGA2P10	2217	1379	1821	3428	2411	3081
LOC105370926	1	0	1	1	2	3
GOLGA6L17P	207	166	190	291	209	282
RPS17	78976	51986	64046	117840	84738	112159
CPEB1	227	137	168	230	134	182
CPEB1-AS1	16	12	9	10	6	3
AP3B2	560	387	467	796	569	769
LOC338963	5	1	2	0	1	0
ACTG1P17	19	23	26	62	45	53
SNHG21	316	206	265	477	347	431
FSD2	274	233	236	618	386	476
SCARNA15	26	26	19	64	49	50
WHAMM	1804	1319	1351	1572	1037	1422
HOMER2	4103	2818	3178	22224	14916	20752
LOC105370928	118	97	94	134	89	118
RAMAC	903	678	758	1210	849	1174
C15orf40	2066	1501	1670	3541	2532	3448
BTBD1	5310	4230	4518	7686	5229	7289
MIR4515	2	6	4	9	1	5
TM6SF1	238	182	203	264	156	226
HDGFL3	4990	3972	4120	21772	15640	22072
BNC1	29	21	18	144	100	88
LOC105370932	4	2	0	2	5	0
LOC105370933	0	0	0	0	0	0
LOC105370934	1	1	1	2	3	5
SH3GL3	185	127	126	105	73	108
ADAMTSL3	290	197	194	283	188	277
LOC105370935	4	2	7	11	3	5
EFL1P1	25	21	24	75	38	65
DNM1P41	51	26	59	83	54	71
UBE2Q2P16	9	7	3	14	4	8
LOC440300	694	459	557	1129	787	916
GOLGA2P7	1209	846	1016	1844	1331	1695
LOC105376724	1	0	1	2	2	2
GOLGA6L4	432	314	359	605	388	508
LOC105370936	1	0	1	2	2	2
LOC102724093	423	305	345	607	398	541
LOC105376722	11	12	15	24	12	23
LOC103171574	102	45	62	152	108	138
LOC102724117	697	475	503	948	638	828
LOC102724135	1189	829	953	1776	1298	1648
LOC105370946	1	0	2	1	1	0
LOC112267869	7	2	3	11	6	9
GOLGA6L5P	739	553	569	948	682	924
UBE2Q2P1	448	336	346	485	379	460
LINC00933	83	71	69	108	79	112
ZSCAN2	1251	811	1116	1771	1262	1686
LOC105370947	83	65	85	131	102	108
SCAND2P	1238	790	915	2032	1372	1898
WDR73	4144	2835	3371	6894	4569	6430
NMB	211	149	161	397	346	405
SEC11A	10647	7419	8558	14750	10727	14932
ZNF592	6065	4045	4933	7393	4800	6425
ALPK3	345	223	226	361	247	315
SLC28A1	38	17	26	59	54	37
PDE8A	3790	2890	2974	4307	2830	3876
LOC101929479	1263	810	1079	1948	1436	1787
LOC105370948	1	0	1	4	1	3
GOLGA6L3P	91	79	85	129	77	101
LOC102724393	2	0	0	0	0	0
MIR7706	27	24	22	26	21	19
AKAP13	9958	7282	7941	10487	6725	9311
LINC02883	49	43	30	53	37	43
KLHL25	1103	754	853	1122	747	999
MIR1276	1	2	4	4	2	3
MIR548AP	0	0	0	0	0	0
LOC105370952	2	1	0	3	1	2
LOC105370953	4	3	1	2	0	2
AGBL1	13	13	19	64	38	47
LINC01584	0	0	0	0	0	0
AGBL1-AS1	0	0	3	0	0	0
LOC105370954	0	1	0	4	1	5
LOC102724452	3	2	4	11	7	15
LOC105370955	1	1	4	9	9	16
LOC107984735	0	2	0	3	1	3
LOC105370956	15	13	18	23	18	20
LOC102724465	11	3	15	11	10	15
LINC00052	2255	1503	1731	13892	9953	14068
NTRK3	97	58	51	31	23	22
MIR11181	0	0	0	0	0	0
NTRK3-AS1	0	0	1	0	0	0
LOC105370957	0	0	0	0	0	0
LOC105370958	0	0	0	0	0	0
LOC105370959	0	0	0	0	0	1
MRPL46	1206	807	1009	1911	1445	1924
MRPS11	1766	1202	1458	3066	2229	3040
DET1	826	599	640	1386	958	1263
LINC01586	4	2	1	4	5	2
AEN	4041	2870	3154	3646	2399	3425
MIR1179	0	0	0	1	0	0
MIR7-2	0	0	2	2	0	0
MIR3529	0	0	0	0	0	0
ISG20	490	377	411	1116	684	1152
LOC105370960	0	4	2	0	0	0
ACAN	9	2	5	8	2	7
HAPLN3	35	32	29	58	36	51
MFGE8	564	381	440	1328	842	1106
CARMAL	2	1	0	3	2	7
ABHD2	3625	2631	3023	6718	4559	5472
LOC112268155	1912	1383	1518	3303	2261	2827
RLBP1	5	1	1	1	1	3
FANCI	1520	1142	1204	9237	6267	8835
POLG	5884	3949	4873	8363	5511	7491
MIR6766	4	3	3	4	3	4
TRR-TCG1-1	5	0	0	1	0	0
MIR9-3HG	75	44	48	214	137	207
MIR9-3	0	0	0	0	0	0
LOC107984777	7	2	3	13	5	8
LOC105371031	2	0	0	0	0	0
LOC105370964	4	1	6	10	4	6
LOC112268153	3	0	6	5	1	1
RHCG	72	39	56	20	15	15
LINC00928	0	2	1	0	4	0
TICRR	246	152	202	2541	1588	2407
KIF7	58	59	60	315	204	322
PLIN1	47	42	40	106	93	103
PEX11A	1102	824	900	10716	7184	10340
WDR93	77	41	58	644	480	612
MESP1	4	2	6	9	16	13
MESP2	1	0	3	1	6	2
ANPEP	8	8	9	13	12	12
LOC105370965	7	1	11	15	6	3
ARPIN-AP3S2	1375	926	1074	1749	1208	1698
AP3S2	1360	909	1049	1744	1204	1691
MIR5094	0	6	0	2	0	3
MIR5009	0	0	2	0	0	1
ARPIN	279	189	224	221	130	136
ZNF710	1462	1094	1214	1820	1246	1569
MIR3174	0	3	0	0	0	0
ZNF710-AS1	202	127	157	277	184	220
IDH2	8209	5399	6819	12381	8390	10869
IDH2-DT	517	427	357	659	471	579
SEMA4B	7446	4860	5768	6496	4338	5359
CIB1	5915	3976	4820	5218	3742	4941
GDPGP1	296	243	274	343	257	346
TTLL13	30	26	14	51	38	53
NGRN	8681	6353	7079	9544	6814	9129
GABARAPL3	3	3	2	11	6	1
ZNF774	173	110	114	254	159	215
IQGAP1	17335	12973	13939	22578	15781	21399
CRTC3	2334	1553	1775	2569	1635	2183
LOC112268163	92	76	89	130	94	117
CRTC3-AS1	112	98	104	160	120	172
LINC01585	12	7	7	28	22	36
BLM	265	179	260	2100	1466	1930
LOC105370969	1	0	0	0	0	1
FURIN	3243	2186	2506	1760	1006	1338
FES	29	27	33	35	42	62
MAN2A2	9113	5851	7298	9151	6024	8014
HDDC3	1093	666	815	2114	1573	2028
UNC45A	8825	5813	7276	12125	7947	11127
RCCD1	1814	1333	1513	5132	3474	4647
PRC1	1050	723	828	9560	6325	9062
PRC1-AS1	143	126	117	1285	877	1238
VPS33B	1676	1090	1301	2610	1715	2423
LOC105370970	41	31	31	80	31	61
VPS33B-DT	16	17	25	57	34	61
SV2B	31	15	27	6	8	9
LOC105370972	2	0	0	0	0	1
LOC107984778	0	0	2	1	0	0
CRAT37	11	10	16	5	0	6
LOC105370973	1	0	0	1	0	0
LOC105370974	11	6	8	7	3	6
SLCO3A1	312	211	253	152	101	154
LOC107984747	1	4	2	1	1	1
LOC107987227	0	0	0	0	0	0
ST8SIA2	1	0	1	0	0	0
LOC104613533	0	0	0	0	0	0
C15orf32	0	0	0	0	0	0
LINC00930	4	1	5	1	1	3
FAM174B	2257	1643	1673	1782	1224	1609
LOC105370975	1	7	5	3	2	3
LOC101926994	31	33	31	52	57	61
ASB9P1	17	10	16	60	42	49
CHASERR	4094	3063	3113	3946	2858	3953
CHD2	13892	10182	10937	15092	10465	14038
MIR3175	0	3	0	1	2	2
RGMA	61	51	46	56	35	51
LOC101927025	0	0	0	0	0	0
LOC105370980	0	0	0	0	0	0
LOC105370981	0	0	0	0	0	0
LOC105370982	2	0	1	0	0	0
LOC107983974	0	1	0	0	0	0
LINC02207	0	0	0	0	1	0
LINC01579	0	2	0	0	0	0
LINC01580	0	0	0	0	0	0
LINC01581	0	0	0	0	0	0
LOC105369203	0	0	0	0	0	0
LOC105370984	0	0	0	0	0	0
MCTP2	35	19	20	44	25	38
LINC02852	0	0	0	0	0	0
LOC105370986	0	0	0	0	0	0
LOC105370988	1	0	0	0	0	0
LOC440311	50	29	34	69	53	54
LOC105370989	0	0	0	0	0	0
LOC105370991	7	2	8	8	5	9
LOC105370990	0	0	0	0	2	0
LOC105370994	1	0	0	0	0	0
LETR1	1	0	0	0	0	0
LINC00924	1	0	1	0	0	0
LOC105370993	0	0	0	0	0	0
LOC105370995	0	0	0	0	0	0
LOC107984800	3	0	1	2	2	1
LOC112268156	2	1	0	0	0	2
LOC105370998	54	38	55	39	24	25
LOC105369212	10	2	7	9	4	15
NR2F2-AS1	172	129	137	170	139	219
LOC105370997	0	0	0	4	2	3
NR2F2	10253	7431	8161	43996	27584	34652
MIR1469	27	22	20	26	18	30
LOC101927263	147	124	130	169	102	128
LOC105371001	0	0	0	0	0	0
LOC105371002	0	0	0	0	0	0
SPATA8-AS1	0	0	0	0	0	0
SPATA8	0	0	1	0	0	0
LOC105371004	0	1	0	0	0	0
LOC105371005	0	0	0	0	0	0
LINC02253	17	12	15	49	24	25
LOC105371006	0	0	0	1	0	0
LINC02254	5	2	2	7	4	8
LOC101927310	0	0	0	0	0	0
LOC105371007	0	0	0	0	0	0
LINC00923	0	0	0	0	0	0
ARRDC4	1862	1474	1507	2098	1471	2160
LOC105371009	0	0	2	0	0	0
LINC02251	0	0	1	0	0	0
LINC01582	0	0	1	0	0	0
LOC105371010	0	0	0	0	0	0
LINC02351	0	0	0	0	0	0
FAM169BP	2	4	2	1	0	0
IRAIN	633	504	489	2381	1656	2194
IGF1R	17061	11964	13295	44881	29368	39309
MIR4714	0	0	0	1	0	2
PGPEP1L	2	1	1	2	3	1
LOC105371013	0	1	0	0	0	2
LUNAR1	0	0	2	4	1	1
SYNM-AS1	0	0	0	0	1	0
SYNM	491	372	438	402	257	337
TTC23	831	599	661	1607	1053	1468
LRRC28	855	685	740	1132	810	1207
HSP90B2P	21	29	18	40	26	43
LINC02244	2	4	3	11	5	6
LOC105371017	14	7	17	21	10	19
LOC107984790	0	0	0	0	0	0
LOC105371019	0	0	0	0	0	0
MEF2A	3012	2300	2372	11936	7860	10984
LYSMD4	1139	888	945	975	676	895
LOC105371020	0	0	0	0	0	0
DNM1P46	4	6	2	2	1	0
LOC400464	5	1	4	4	4	1
ADAMTS17	238	192	176	287	174	203
LOC105371022	5	1	3	3	6	4
LOC107984740	6	1	0	3	4	6
SPATA41	20	9	10	24	15	38
LOC105371021	2	0	1	5	2	1
CERS3-AS1	0	0	0	0	0	0
CERS3	0	2	1	4	1	0
PRKXP1	184	133	163	125	77	85
LOC102723335	8	8	15	4	8	6
LINS1	1273	839	969	1859	1365	1704
ASB7	1769	1155	1365	2279	1628	2044
LOC105371024	7	6	2	2	0	1
LOC440313	1	1	0	1	0	0
GCAWKR	416	310	333	628	433	638
ALDH1A3	240	165	172	34	16	28
ALDH1A3-AS1	137	103	89	19	14	20
LRRK1	173	121	131	177	81	134
LOC105371026	119	77	94	125	90	108
CHSY1	2544	1786	1951	13156	8768	12132
LOC107984727	0	0	1	0	0	1
SELENOS	2739	1943	2120	3053	1980	2702
SNRPA1	1782	1268	1354	4797	3138	4529
PCSK6	5080	3438	4091	3336	2227	2799
LOC100507472	472	284	347	385	240	257
PCSK6-AS1	1	0	5	2	2	1
LOC107984751	79	58	76	133	66	64
LOC107987228	177	142	120	148	107	135
LOC105371028	3	6	8	2	1	4
LINC02348	47	29	32	45	43	49
TM2D3	1628	1114	1291	2440	1713	2384
TARS3	816	558	631	1017	661	880
UBE2Q2P13	0	2	1	4	0	3
LOC105371030	0	0	0	0	0	0
OR4F6	0	0	0	0	0	0
OR4F15	0	0	0	0	0	0
OR4F13P	0	0	0	0	0	0
LOC105376730	0	0	0	0	0	0
OR4F4	0	0	0	0	0	0
FAM138E	0	0	0	0	0	0
MIR1302-10	0	1	0	1	1	1
WASH3P	1678	1118	1360	2577	1758	2218
MIR6859-3	48	36	41	103	69	85
DDX11L9	6	4	9	16	11	15
LOC102723461	1	2	2	4	3	2
LOC107987377	0	0	0	0	0	0
LOC102723502	0	1	0	0	0	0
LOC105369218	0	0	0	0	0	0
LOC102723532	1	0	0	0	0	0
LOC107987381	0	0	0	0	0	0
DDX11L10	24	5	16	37	19	22
MIR6859-4	40	25	27	59	41	58
WASIR2	124	78	108	330	227	267
POLR3K	1050	707	935	2124	1488	1954
SNRNP25	908	617	788	2406	1581	2174
RHBDF1	5907	4005	4667	5760	3845	4812
MPG	2342	1570	1905	3522	2473	3041
NPRL3	3457	2208	2813	4943	3100	4287
HBZ	2	6	3	2	5	14
LOC107983982	3	2	5	15	4	4
HBM	7	1	3	11	5	7
HBA2	40	24	30	34	25	39
HBA1	53	35	36	144	144	188
HBQ1	11	7	12	8	15	14
LUC7L	4972	3438	3930	6418	4160	5415
FAM234A	5765	3531	4551	7363	4840	6026
RGS11	818	539	630	458	328	394
ARHGDIG	266	184	219	392	280	354
PDIA2	309	176	213	427	316	371
AXIN1	3575	2457	2790	4507	2852	3620
MRPL28	2125	1338	1672	3917	2763	3585
PGAP6	4525	2950	3712	4356	2934	3668
LOC100134368	264	216	209	688	435	595
LOC105371036	167	125	158	496	355	483
NME4	4162	2657	3343	6503	4555	5602
DECR2	1224	769	997	2209	1494	2006
RAB11FIP3	7199	4749	5752	9886	6251	8202
LINC00235	56	56	46	157	82	122
CAPN15	7434	5399	5728	10128	6655	8629
MIR5587	51	37	47	118	73	78
MIR3176	82	58	69	138	83	92
PRR35	7	7	8	48	16	16
LOC107987233	9	3	5	23	15	23
NHLRC4	19	19	14	75	46	70
PIGQ	4160	2876	3392	5483	3627	4790
RAB40C	2521	1622	2111	15500	10784	13752
LOC101929280	132	66	78	198	147	184
WFIKKN1	111	55	78	143	98	139
METTL26	3812	2442	2895	5217	3612	4569
TRG-CCC2-2	5	3	5	4	0	0
LOC100287175	25	23	23	44	37	35
MCRIP2	1763	1287	1426	2903	1942	2670
LOC105371038	26	21	27	64	33	58
WDR90	2770	1907	2306	4455	2927	3574
LOC107984861	155	105	135	220	153	167
RHOT2	8716	6112	7005	12008	8010	10171
RHBDL1	973	743	788	1707	1240	1505
STUB1-DT	33	12	24	53	38	33
STUB1	4630	3254	3688	7086	4821	6252
JMJD8	3421	2073	2718	5287	3643	4663
WDR24	1409	938	1188	2035	1432	1832
FBXL16	3358	2584	2846	3474	2294	3073
METRN	7053	5295	5560	5720	4033	5031
ANTKMT	1590	1245	1138	2470	1663	2038
CCDC78	4199	2768	3458	8990	6158	7909
HAGHL	4400	3385	3491	7939	5365	6890
CIAO3	2145	1312	1700	4088	2676	3533
MSLN	25	22	19	90	52	82
MIR662	11	7	10	37	35	41
RPUSD1	3032	1909	2367	4928	3397	4113
CHTF18	2561	1805	2033	6047	3854	5232
GNG13	69	30	43	271	179	237
PRR25	21	33	15	49	27	50
LMF1	2127	1420	1817	2679	1741	2229
LOC107984876	5	10	10	14	6	13
LMF1-AS1	64	51	73	102	75	77
SOX8	17	17	8	3	9	5
LOC107984898	3	0	0	0	0	0
SSTR5-AS1	17	10	14	6	3	3
SSTR5	36	31	25	9	6	17
C1QTNF8	1	4	2	3	1	0
LOC107984906	2	1	3	5	3	8
LOC105371042	0	0	0	0	0	0
CACNA1H	8374	5910	6522	2052	1382	1600
TPSG1	208	141	170	33	20	22
TPSB2	3	2	2	3	3	1
TPSAB1	2	3	4	12	4	4
TPSD1	8	5	1	5	3	3
UBE2I	6432	4682	5224	38176	25076	33116
BAIAP3	1718	1190	1321	2149	1604	1905
TSR3	2066	1668	1714	2685	1874	2477
GNPTG	2550	1741	2145	3318	2411	2934
UNKL	2492	1750	1921	13864	9148	11412
LOC101929440	7	5	2	8	4	5
UQCC4	578	406	460	908	636	902
LOC105371044	169	111	111	236	163	189
PERCC1	112	71	84	159	99	139
CCDC154	404	263	302	468	296	408
CLCN7	10228	6885	8022	10160	6517	8276
PTX4	14	8	16	25	14	22
TELO2	5366	3519	4348	8125	5237	6947
IFT140	5116	3456	4077	6558	4354	5595
TMEM204	69	54	54	148	87	111
LOC105371046	29	37	20	55	36	43
CRAMP1	7984	5431	6525	10142	6836	8798
JPT2	9887	7105	7968	17009	11135	15538
MAPK8IP3	9010	6127	7196	9820	6441	8288
MAPK8IP3-AS1	0	7	2	7	1	1
MIR3177	15	4	2	10	3	11
NME3	4920	3464	3941	6896	4870	6164
MRPS34	4476	3183	3744	8203	5723	7439
EME2	2889	1961	2201	3705	2298	3009
SPSB3	6309	4194	4759	7630	4983	6383
NUBP2	3829	2478	2831	5376	3620	4822
IGFALS	119	72	98	194	104	155
HAGH	2578	1683	2050	2843	2002	2736
FAHD1	1446	1012	1267	2338	1591	2234
MEIOB	25	25	22	36	30	44
LINC00254	0	0	1	0	0	0
LINC02124	0	1	0	0	0	0
HS3ST6	0	3	0	3	5	3
MSRB1	1182	749	914	1924	1319	1802
RPL3L	14	12	15	31	23	24
NDUFB10	2169	1594	1794	4158	2883	3976
RPS2	133595	89735	106836	196140	144828	190739
SNORA10	139	67	101	212	167	231
SNORA64	148	90	111	222	138	200
SNHG9	218	130	157	189	141	178
SNORA78	25	20	13	47	24	29
RNF151	12	6	12	15	3	12
TBL3	3044	2013	2538	4055	2720	3519
NOXO1	211	175	197	397	207	370
GFER	2177	1416	1717	2395	1722	2301
SYNGR3	1932	1317	1509	467	321	373
ZNF598	6208	4198	4740	5653	3723	4669
NPW	70	77	68	1160	944	1372
NHERF2	5388	3669	4335	5308	3399	4261
NTHL1	825	490	673	1420	1045	1359
TSC2	10656	7092	8800	11682	7545	9548
PKD1	12427	8626	9845	15922	10379	13055
MIR1225	7	6	3	11	7	13
PKD1-AS1	433	326	371	524	423	458
MIR6511B1	99	66	81	118	92	100
MIR4516	7	2	4	10	8	9
MIR3180-5	0	0	1	3	0	0
RAB26	1782	1235	1432	6592	4488	5892
SNHG19	1270	935	1066	1818	1309	1669
SNORD60	50	35	29	73	65	71
TRAF7	10464	6524	8330	46664	30932	40992
CASKIN1	2097	1476	1702	2080	1386	1764
MLST8	2426	1579	2012	3984	2651	3536
BRICD5	635	427	546	1117	730	1075
PGP	3132	2255	2497	5320	3666	5114
E4F1	2608	1808	2108	3801	2389	3150
DNASE1L2	430	301	343	853	531	747
ECI1	4825	3296	3975	18680	12952	16380
LOC107984839	102	102	79	199	98	150
RNPS1	8617	5704	6618	11504	7515	9790
MIR3677HG	111	73	88	133	79	84
MIR3677	22	27	20	23	22	26
MIR940	23	13	20	32	13	15
MIR4717	0	0	0	0	1	1
ABCA3	8763	5631	7006	46932	30032	41316
ABCA17P	61	31	41	111	84	99
CCNF	916	611	714	2404	1578	2131
MIR6767	0	0	0	2	1	0
LOC105371050	62	31	43	150	110	143
TEDC2	396	249	254	1065	592	866
MIR6768	0	1	3	6	5	7
TEDC2-AS1	19	12	22	61	28	44
NTN3	27	18	23	89	52	46
TBC1D24	1894	1249	1434	3005	1898	2610
ATP6V0C	6388	4470	5013	6921	4379	5406
AMDHD2	3039	2143	2426	3674	2381	2967
CEMP1	584	380	470	820	509	694
MIR3178	14	9	2	16	14	17
PDPK1	6970	4871	5547	7872	5225	6831
LOC652276	566	438	505	681	462	565
FLJ42627	1154	800	916	1383	879	1155
ERVK13-1	1081	840	899	1518	1051	1445
KCTD5	2440	1675	1957	2811	1717	2411
PRSS27	120	90	84	680	488	544
SRRM2-AS1	244	199	223	514	313	466
SRRM2	78345	52336	62126	110133	71283	93392
ELOB	4267	2526	3413	5324	4021	5394
PRSS33	0	3	1	1	0	0
PRSS41	2	2	0	4	0	0
SNORA3C	1	0	0	0	0	0
PRSS21	0	0	0	0	0	0
ZG16B	1482	1093	1290	2030	1421	1938
PRSS30P	19	7	3	15	12	17
PRSS22	1572	1084	1319	4540	3080	3948
LOC101929566	6	15	12	43	18	27
FLYWCH2	1638	1100	1334	2495	1714	2207
FLYWCH1	2657	1714	2052	2976	2074	2683
LOC105371055	39	17	24	54	38	53
KREMEN2	137	93	93	276	200	189
PAQR4	710	511	553	2007	1292	1751
PKMYT1	476	309	396	3379	2098	2877
GREP1	155	85	110	150	83	97
LOC101929613	43	24	25	73	26	50
LOC107984895	246	185	195	237	153	209
LOC105371056	487	328	395	516	328	470
CLDN9	561	386	493	412	294	381
CLDN6	52	33	37	19	12	14
TNFRSF12A	6998	4876	5409	4058	2858	3589
HCFC1R1	1957	1254	1606	8868	6164	7772
THOC6	1975	1293	1587	13188	9256	11396
BICDL2	4873	3273	3897	5135	3590	4327
LOC100128770	2099	1413	1661	2370	1676	2075
MMP25	908	668	811	1380	947	1141
MMP25-AS1	1108	705	897	1659	1120	1380
IL32	35	28	39	13	13	15
LOC105371058	3	1	2	3	0	0
ZSCAN10	9	4	5	6	4	2
ZNF205-AS1	153	89	121	236	145	206
ZNF205	1004	603	808	1315	908	1221
ZNF213-AS1	818	551	695	1271	886	1145
ZNF213	2105	1509	1650	2621	1802	2404
CASP16P	125	78	110	400	247	323
TRR-CCG1-3	0	0	1	0	0	0
TRR-CCT3-1	1	1	3	1	2	5
TRK-CTT3-1	19	22	11	33	26	24
TRP-TGG3-3	2	0	0	0	0	1
TRP-CGG1-2	0	0	0	0	0	0
TRK-CTT2-5	0	0	1	0	2	0
TRK-CTT5-1	0	1	0	0	3	0
TRP-AGG2-7	2	2	1	6	6	3
TRP-TGG3-4	0	0	0	0	0	0
TRP-TGG3-5	0	0	0	0	0	0
OR1F1	8	0	5	22	17	16
TRP-AGG2-8	0	0	0	0	0	0
TRK-CTT4-1	0	0	0	3	1	0
TRP-AGG1-1	0	0	1	0	0	0
TRR-CCT5-1	4	0	0	0	1	2
OR1F2P	4	1	2	2	1	1
ZNF200	737	548	635	1046	665	1041
MEFV	26	9	13	34	16	40
LINC00921	135	102	113	234	126	169
ZNF263	3323	2299	2638	4052	2736	3653
TIGD7	517	366	442	859	567	819
ZNF75A	1461	1180	1160	2271	1719	2354
OR2C1	3	1	1	0	0	0
LOC105371059	153	113	122	188	141	173
MTRNR2L4	24	14	12	54	28	33
ZSCAN32	1243	954	1068	1582	1143	1563
ZNF174	667	445	488	961	609	821
ZNF597	250	239	245	394	283	270
NAA60	3770	2630	3068	4109	2647	3561
MIR6126	178	129	115	183	140	163
C16orf90	4	2	5	1	1	3
CLUAP1	1140	853	1014	1787	1181	1601
NLRC3	111	82	111	173	113	190
LOC101929732	28	14	16	21	28	17
LOC105371060	25	16	22	34	32	41
SLX4	1021	660	825	1769	1102	1603
DNASE1	4533	3121	3760	7081	4863	6495
TRAP1	6669	4423	5350	10969	7334	9967
CREBBP	12602	8550	10066	13834	8931	11423
LINC02861	24	14	10	18	15	9
ADCY9	2376	1631	1899	4738	2889	3955
LOC105371062	23	20	15	39	32	32
SRL	11	9	1	19	12	19
LINC01569	192	163	172	702	460	646
LOC105371063	0	0	1	1	1	4
TFAP4	823	538	697	1970	1174	1669
GLIS2	2083	1383	1554	1200	743	945
GLIS2-AS1	8	15	14	14	8	10
CORO7-PAM16	1658	1125	1371	1713	1217	1509
PAM16	558	347	452	752	572	721
CORO7	1514	1009	1224	1351	849	1104
VASN	585	415	476	4272	2688	3652
DNAJA3	4167	2744	3424	5792	3868	5252
NMRAL1	2530	1597	2082	4670	3119	3968
HMOX2	1924	1212	1700	2761	1837	2661
CDIP1	74	41	77	113	91	113
C16orf96	18	6	8	7	1	2
UBALD1	2139	1722	1769	11740	7364	9632
MGRN1	5128	3524	4107	23160	14404	18748
MIR6769A	9	8	13	15	8	8
NUDT16L1	4250	2979	3514	5112	3356	4380
ANKS3	1488	1002	1170	1927	1330	1696
DNAAF8	105	70	87	241	162	225
ZNF500	1287	916	977	1586	1050	1336
SEPTIN12	3	1	4	1	2	5
SMIM22	99	74	106	148	86	111
ROGDI	3193	2049	2438	2904	1948	2509
GLYR1	6369	4325	5242	8811	6105	8147
UBN1	5945	3968	4592	6909	4508	5967
PPL	5803	3858	4894	4144	2781	3465
LOC105371064	200	119	173	128	100	100
SEC14L5	67	37	58	28	11	13
NAGPA	843	600	695	1149	710	973
NAGPA-AS1	31	29	21	45	33	49
C16orf89	11	13	10	34	28	33
ALG1	1276	802	988	2041	1401	1848
EEF2KMT	760	494	587	1260	809	1093
LOC107984828	1	2	2	3	2	4
LOC105371067	0	1	0	0	0	0
LINC02164	0	0	1	0	0	0
RBFOX1	1	1	3	6	2	0
LINC01570	0	0	0	0	0	0
MIR8065	0	0	0	0	0	0
LOC105371068	0	0	0	0	0	0
LOC105371069	0	0	1	1	0	0
LOC105371070	0	0	1	3	0	1
LINC02152	0	0	0	0	0	0
LOC105371072	0	0	0	0	0	0
TMEM114	0	0	2	0	1	0
METTL22	1463	1025	1182	2050	1469	1906
ABAT	3773	2723	3076	28520	19468	26060
LOC107984840	3	1	3	9	4	7
TMEM186	540	336	466	3760	2712	3776
PMM2	2452	1681	1941	11904	7996	10688
LOC100130283	349	240	296	734	488	653
CARHSP1	1436	907	1199	3434	2387	3148
LITAFD	11	1	5	10	6	4
USP7	7625	5710	6241	11003	7084	9866
USP7-AS1	3	8	5	8	2	12
HAPSTR1	4604	3509	3674	5541	3739	5090
LOC101927026	0	1	2	1	0	0
LOC105371075	1	2	0	11	4	3
LINC02177	5	1	4	1	2	5
LINC01177	0	0	0	0	0	0
LINC01195	0	0	0	0	0	0
GRIN2A	5	1	0	0	0	0
LOC105371077	3	3	0	0	0	0
LOC105371076	0	0	0	0	0	0
LOC107984900	0	0	0	0	0	0
LOC105371078	0	0	0	0	0	0
ATF7IP2	680	488	552	1065	753	1148
LOC107984877	218	181	206	345	230	364
LINC01290	21	21	27	60	26	48
EMP2	7133	5069	6002	13128	8868	11722
TEKT5	12	6	10	9	11	22
LOC105371079	0	1	0	0	2	2
NUBP1	648	446	568	1093	738	955
TVP23A	316	193	259	537	346	485
LOC105371080	0	0	1	0	0	0
CIITA	702	481	566	935	580	751
LOC112267907	0	0	0	0	0	2
DEXI	780	621	677	1038	715	983
CLEC16A	2500	1603	2033	2803	1841	2567
LOC105371081	3	4	9	12	5	2
LOC107984859	21	13	19	27	13	18
LOC105371082	40	34	27	42	16	34
SOCS1	128	101	105	246	188	278
TNP2	0	0	0	2	0	0
PRM3	0	0	0	0	0	3
PRM2	0	0	0	1	0	0
PRM1	0	0	1	0	0	0
MIR548H2	0	0	0	0	0	0
LOC105371083	2	2	2	44	34	28
RMI2	305	242	241	1524	977	1435
LOC400499	132	80	93	81	53	63
LOC101927131	5	3	1	1	2	0
LITAF	5249	3660	4203	5501	3589	4849
LOC107984880	4	0	0	0	0	0
SNN	1465	953	1113	1668	1081	1452
TXNDC11	1906	1294	1409	2080	1326	1812
ZC3H7A	3341	2423	2661	4475	3107	4161
BCAR4	4	9	1	3	1	1
RSL1D1	10472	7611	8616	16271	11931	16316
RSL1D1-DT	916	662	724	1118	711	1122
GSPT1	11448	8748	9409	59144	38784	54680
LOC112268177	157	144	130	161	111	153
NPIPB2	240	179	215	325	208	322
TNFRSF17	0	2	2	5	7	0
SNX29	1958	1402	1483	1834	1146	1463
LOC642696	0	1	0	1	0	0
LOC101927227	0	0	0	1	0	1
LOC105371087	0	1	0	2	0	1
LOC105371085	83	68	61	104	56	80
LOC105371088	5	2	3	10	3	6
CPPED1	1049	741	886	1419	931	1415
MIR4718	0	1	1	0	0	0
LOC105371090	0	1	1	0	0	3
LOC105371089	0	0	0	1	3	1
SHISA9	1867	1487	1560	1991	1344	1932
LOC105371092	2	2	1	5	1	1
LOC105371091	5	2	1	2	0	1
LOC107984137	10	5	6	8	9	3
LOC105371093	0	0	0	1	0	0
ERCC4	1008	772	862	1476	966	1397
LINC02185	1	1	2	0	0	2
LINC02186	0	0	0	0	0	0
MRTFB	5524	4151	4394	10746	7253	9862
TRT-CGT2-1	0	1	0	0	0	0
MIR193BHG	111	121	95	116	100	141
MIR193B	1	1	2	4	2	0
MIR365A	6	4	3	11	0	2
LINC02130	17	13	26	32	16	23
PARN	2052	1503	1651	3175	2285	3022
LOC105371094	4	3	1	7	1	2
LOC107984865	11	3	10	14	9	7
BFAR	3323	2351	2791	4148	2880	4056
PLA2G10	19	19	18	23	11	15
